class,text
Non-Hate,I'm at the Plaza Roberto Maestas on Beacon Hill with @MariaCantwell to stand with people of color and immigrant communities as a collective voice of engaged voters. Watch LIVE on Facebook:  https://t.co/1qe7MAgWTU
Non-Hate,Awesome story about two immigrant organic farmers - doing it all by hand! Read now via @CivilEats: https://t.co/zP76AFW9bP https://t.co/3KN560lSU5
Hate,Italia stopps again a ship with more than 400 illegal refugees. They must concentrate into spots and should immidatley sended back to Africa. In USA they have to do same. https://t.co/DYiQNw4IiN
Non-Hate,The counties are paid a daily rate for each immigrant they hold. Enraging. https://t.co/tB2D6tFVkZ
Hate,@realDonaldTrump #FavoritePresident #BuildTheWall #GreenCardsForDACA #NoChainMigration No-Lottery #IllegalSentHome get in line. #ProtectAmericans #StopTheInvasion #HomeTown Meeting #California
Non-Hate,"Imigrants demand instant housing money schooling resources and still complain Germany and Scandanavain Crime rates go up because of it the only people benefiting from immigrations is those who get jobs in Schools ,courts and other institutions who need interpreters etc taking pee"
Non-Hate,Dems want more of this!! https://t.co/2xFIvVyAxj
Hate,"National Counter Terror Coordinator Dean Haydon says, ""The current terrorism threat here in the UK is at severe."" Police &amp; security services thwarting 1 terror attack every month. This is the result of Lib-Lab-Con creating a multicultural mess from mass immigration. #LondonBridge"
Non-Hate,Germany reaches first deal with #Spain to return migrants https://t.co/xOJaaSWwg8 https://t.co/8mALyvcNpd
Non-Hate,@Daily_Express Time to patrol the seas to stop migrant boats before the war Syria etc didn't care a jot about Europe
Non-Hate,@ArvindKejriwal After AAP coming to power influx of illegal migrants from Bangladesh to Delhi increased multi fold.Jhugis seen all around
Non-Hate,Homeland Security says he is a REFUGEE.  Iraqi refugee charged with attempted murder of Colorado police officer - https://t.co/krduLeF6VB - @washtimes
Non-Hate,@htTweets They r all Bangladeshi migrants.If mad Keji rehabilitate this lot.Another big lot will come&amp; will litter Delhi.Jhugis all around
Hate,These people are NATIVE AMERICANS. The land you claim is yours was there’s until our IMMIGRANT ancestors stole it from them... here’s your small history lesson you should have learned in school... thanks for coming to my Ted Talk https://t.co/MBovKJT5RX
Non-Hate,Iraqi Immigrant Who Shot Cop In The Head Was Never Deported Despite Crime Spree #BlueLivesMatter #BackTheBlue Full Story https://t.co/ALIoz0U8uZ https://t.co/ykaJCnjkQd
Non-Hate,The feds say 127 migrant parents waived reunification rights. But some say they were coerced or confused. https://t.co/SMiaSmH1Vl
Hate,"So many illegal Muslim migrants &amp; Muslims from UP have migrated to Delhi, encroaching all kind of public places&amp; creating filth.Keji have surpassed even CONG in Muslim Appeasement. No action being taken on such migrants who form his dirty Vote bank.Check entire stretch on Lodi Rd"
Non-Hate,My moms sitting 3 ft away from me talking bout me to my uncle. Immigrant parents dgaf 😭
Hate,"@Ms_Liz2 @drzaibkhan111 @ericbolling @realDonaldTrump @BarackObama @CarMar2006 @ThePatriot006 If we were into Putin, I would try to be the best Putin ever. So, careful what you wish for, commie. Are there any real lawyers in commie countries? Are there an"
Hate,Macedonia deployed the army to build a second fence to keep refugees out - Free Speech Time - https://t.co/p0Bef9SYT9 @ISupport_Israel
Non-Hate,"Few have suffered more [during the Trump admin] than immigrants and those seeking asylum from oppressive regimes. However, Trump's anti-immigrant crackdown has been fantastic for South Florida's massive private-prison corporation, Boca Raton's GEO Group. https://t.co/hXzZSHwICn"
Non-Hate,"According to US and Palestinian officials, the Trump administration is working to end UNRWA’s work in order to “remove the refugee issue from any possible negotiations between the Israelis and the Palestinians”. https://t.co/qY0XofSZYA"
Hate,@Daily_Express in the jailing of the smugglers the families of migrants called the emergency services seems its a team effort to get into uk
Hate,"@lilbulli1031 @Workingonadrea1 @Jamierodr10 @POTUS BUILD THE WALL - yesterday was too late for too many Americans. How many yesterdays are going to pass while invaders walk into our country costing us welfare, our schools & colleges, our housing, jobs, ou"
Hate,"@SethAbramson As for U.S. immigration, I don't think we need hordes of people coming in not refugees, not smart, not willing to pledge their lives to this nation. They come here with a welcome wagon waiting to get on welfare and public benefits. They want"
Non-Hate,"FASCISTS whose day is done: Jason Kessler Richard Spencer Alt Right lulzboys LARPer shield walls  FASCISTS who still worry me: Police FBI ICE Trump GOP Federal Govt Barbecue Betty, Permit Patty etc Racist paper pushers Anti-immigrant militias Anti-choice shills IT industry &lt;more&gt;"
Non-Hate,@DanaPerino What Trump knows and China doesn't is illegal immigrant's are affected by China's Tariff's not Trump voters. LOL
Non-Hate,Syrian refugee attacks girls at West Edmonton Mall pool — and CBC treats him as the victim (Full monologue) https://t.co/B753KtNkBx
Hate,"Watch: Pakistani refugee raped Norwegian girl ""I have a right to rape women, women have no rights"" - Free Speech Time - https://t.co/TYHggmCSm5 @ISupport_Israel"
Non-Hate,German immigrants launch #MeTwo campaign against racism https://t.co/X1DS04kUcP https://t.co/s9i1TV0KLb
Non-Hate,"Ramadan in Germany: Muslim migrant rapes teen girl so violently, she needs surgery https://t.co/i19F7ix4b3 via @jihadwatchRS     Animal update..."
Non-Hate,"Facebook's new political advertising policy denounced by immigrant, civil rights groups A wide range of advocates for immigrants and civil rights groups say Facebook’s definition of political advertising has become so broad that they are being prevented … https://t.co/fJakjrcfpM https://t.co/pHxuIC1X1X"
Non-Hate,"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry https://t.co/JDEqAMxJ1N"
Hate,"I truly hope so, I do, I do, I do @potus @realDonaldTrump #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike"
Hate,"@FoxBusiness @Jim_Jordan Do it now, build the wall before any more innocent Americans are slaughtered! #BuildThatWall #BuildTheWall #BuildTheDamnWall"
Non-Hate,"Trump DID HAVE a plan for the family separation policy: THE PLAN WAS TO DESTROY FAMILIES as a show of lawless cruelty, to demonstrate hatred of immigrant POC. Do not overlook or soft-peddle the intentional animosity! https://t.co/YOz3lXHDRI"
Non-Hate,"To support immigrant and refugee students: Introduce mentors who are of the same racial and ethnic background, and develop awareness and sensitivity training for all teachers and staff members. https://t.co/XQdnnYqCoE"
Non-Hate,I grew up in an immigrant household. We were taught to embrace our heritage and celebrate our differences. Here’s Dad and I on my last trip home to Jamaica. Happy 56th Jamaican Independence Day! 🇯🇲 🎉🇯🇲 🎉🇯🇲🎉 https://t.co/iPz1PksS68
Non-Hate,Chinese government start-up expands plans for face-reading AI | Daily Mail Online https://t.co/ddlMdRsDnX
Hate,@SF49ERS1946 @DallasPD @Kaepernick7 Stupidity must be your strong suite Because you just showed how stupid your parent's are.. To raise trash like you is disgusting.UNAMERICAN. #ALWAYSCRYINGBLACK #MAGA#BuildThatWall #BackTheBlue
Hate,"Something the government may like to remember when its packing the migrants in, dolling out the child allowance to families without work with 14 or more children, and as its struggling to balance the NHS books although treating most of the world free of charge. https://t.co/rRtmWOQKoZ"
Hate,Illegal alien arrested while trying to deliver pizza to military basehttps://t.co/i0H2WYQut9#WhyIsThisNews#EnforcingTheLaw#TheICEManCometh #TherIsMoreOfThemOutThere #StopTheInvasion #AllIllegalAliensAreLawbreakers #EqualOpportunityDeporter #MoreOfThisPlease
Non-Hate,We've reached the point where the US can no longer be considered a safe country for #refugees. #SuspendSTCA https://t.co/cR8vzOzPjy
Non-Hate,"Jordan keeps border sealed, says it cannot take more Syrian refugees amid new fighting https://t.co/HXldPBSRfH https://t.co/tYkn8dZ1dt"
Hate,"@RealSaavedra Yes they do, but #BarackObama and his fellow travelers know that it would be easier to accomplish their goal of destroying America without them.#BuildThatWall University of Illinois"
Non-Hate,"Unfortunately, many Christian pastors are talking about helping Syrian refugees and are doing absolutely nothing... https://t.co/rNkdqp8wSI"
Non-Hate,"Who could have possibly foreseen this? Yep, just about everyone who had Twitter and can read.             Daily Mail removes illegal immigrant article after fact check goes viral https://t.co/6nYOt9a5DT via @LondonEconomic"
Non-Hate,A ProPublica investigation found that police responded to at least '25 calls reporting sex offenses' at child shelters that primarily serve immigrants during an analysis of over 70 of the about 100 shelters that exist in the U.S. https://t.co/wOaXzyxB5u #FamiliesBelongTogether
Non-Hate,Austria is a wonderful country for refugees. Here a bill where you can see that socialwelfare also help to get a Televisionset for refugees family in Styria. https://t.co/k2yl6T91Lj
Non-Hate,District Judge Dana Sabraw slams administration for saying that immigrant advocacy groups-not the government-should be responsible for tracking down the more than 500 parents it separated from their children &amp; deported without them.  https://t.co/aAfUNGeccX #KeepFamiliesTogether https://t.co/r9pSQ9lHVq
Non-Hate,How Irish migration and the criminal mind were viewed in the Victorian era https://t.co/CH5j1oZ9OB
Hate,HOW MANY DACA HAVE BEEN ARRESTED FOR SMUGGLING PEOPLE OVER THE BORDER?#NoDACA #nohr392 #noh4ead #NoAmnesty
Hate,"@chrislhayes @lsarsour Where was your outrage when Obama did this to 25,000 kids for months ZERO! Where is outrage for all the Angel moms that lost their kids to illegals never to see them again EVER! 1.3 Million in US already on FBI terror watchlist! #Bu"
Non-Hate,"Understanding #foodsecurity in the context of #ruraldevelopment and #agriculture is a central part of the broader analysis of the links between #migration, #environment and #climatechange. #rootcauses  https://t.co/odT0kgJmSk"
Hate,@MarkSKrikorian These refugee groups need to get into another line of business. Whole refugee industry is a racket.
Hate,"@FAIRImmigration @Reuters @SusanJCornwell @robertarampton Good shut it all down let's get this wall built, if was up to me illegals would leave this country by Catapulting not ICE. #DeportByCatapulting #StopOpenBorders #BuildThatWall #MAGA"
Non-Hate,Spain creates its first refugee camp near San Roque to home migrants https://t.co/zCtMWKEOu7
Non-Hate,"Today is #WorldRefugeeDay, a day to honor families and individuals around the world who have been forced to flee their homes in search of safety.To make a difference for refugees today, donate or become a fundraiser to help refugees in the U.S. âž_x009d_ https://t.co/QzFjSqWwJ8 https://t.co/CrQ7lTgclI"
Hate,@MPSWestminster @DavidVidecette @peterallenparis @DCHugh58 @MetCycleCops @MPSStrndWthall 12 weeks in prison funded by the great British public #sendthemback
Non-Hate,@DailyMirror Hard to Take IDS on Europe when he never once apologised for his  parties assault on the poor or admit migration causes it
Non-Hate,Hungary: UN treaty could 'inspire millions' of migrants https://t.co/6y6XSTpyTW
Hate,Outrage in the EU after Israel helped Hungary build a security fence to stop illegal immigration - Free Speech Time - https://t.co/6oS6QMAj1m @ISupport_Israel
Hate,@Conservatives Stop being spineless and tell the Eu its our country and stop migrants dictating to us via eu
Non-Hate,Bavaria tightens borders amid German rethink on migrants https://t.co/17YZtyLpPd
Hate,"Some leftminded fools think the refugess will come to care for the older people.That also wrong, they come to have a nice life with welfare. Nations have to decide: more refugees - less socialwelfare; or: socialwelfare without refugees. https://t.co/7SSpe7BhY3"
Non-Hate,Why “Undocumented Immigrant” is Wrong: https://t.co/iqkoiVIQ0K via @FAIRImmigration #IllegalAliens https://t.co/a8pVatYjVX
Non-Hate,CYPRUS: Plight of refugees living on British base remain in limbo https://t.co/KfEGygpqwa
Non-Hate,"The case for refugees as a resource, not a burden for hosts https://t.co/te1tHiRvpv by @profkagwanja @RaoufMazou @amb_mahboub #WithRefugees @RCKDirector @UNHCR_Kenya @Refugees @refugeeaffairs @tyrusmaina"
Hate,"âš ï¸_x008f_DHS says man accused of shooting Colorado officer is Iraqi refugee with NINE criminal charges including extortion, illegally owning a handgun. A DEMOCRAT JUDGE LET HIM ROAM FREE FOR POLITICAL REASONS AND NOW HE’S SHOT A POLICE OFFICER https://t.co/MmO09Ggsxh"
Non-Hate,This should have happened. This president doesn’t care if people get hurt. #ImmigrationReform #Amnesty  https://t.co/TMC6gWvcma
Non-Hate,@realDonaldTrump Build a wall in a yr.  Give illegal immigrants one yr to come forward.  Make it easy for them to stay. In 1 yr crack down.
Non-Hate,"Wow. We are officially no longer a nation of immigrants. #WelcomingtheStranger U.S. Citizenship and Immigration Services will remove ""nation of immigrants"" from mission statement https://t.co/9KYCXRKMnu by @rdevro"
