class,text,hate
Hate,ill kill the bitch chloe when your not home idgaf if youre kidding bitch ill report your ass ,1
Hate,why womenboycotttwitter because you act like ms whore,1
Non-Hate, rape and murdered children what do you expect from the religion of peace and women dont count as human think,0
Hate,first of all ya dick is too mediocre to be having your ugly ass bitch come at me in such manner,1
Hate,wow that bitch is tweeting hard like her good heart makes it look like she wasnt involved in the coverup everybody knows shes a ho,1
Hate,too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an aint shit boy,1
Hate, stupid bitch i hate you,1
Non-Hate,oh my god okay but i saw this jennie x pretty girl video and bitch im,0
Hate,me h lana del dey im a dragon youre a whore bitch,1
Hate, you are such a lucky slut girl i envy you ,1
Hate,before you sign up to be a side bitch keep in mind that theres a chance of you getting your ass beat k k,1
Non-Hate,never let a girl with unblended shadow unlined lips and a nonsetting foundation w powder ass bitch tell u shithave a good day yall,0
Hate,you only come around when you want dick bitch respect my energy,1
Hate, you are no champion for women youre a greedy opportunistic attention whore you should never work in law again weinsteingate ,1
Hate, no bitch this girl annoying,1
Hate,lets have some fun let me rape your wallet youll watch stroke amp thank me for abusing you like a whore findom walletdrain paypig,1
Hate, white woman are so quick to claim rape so how about you black sisters we rarely heard you,1
Hate,lmao a little bitch got mad at me at work yesterday and asked to speak to a manager hoe i am the store manager so what now ,1
Hate,yo moma ah stupid bitch for having a fake ass son acting gangster on twitter ,1
Hate, excuse me everyone likes it bitch if you dont fuck off this world what a hoe ,1
Hate, no you suck and the game said you were a slut,1
Hate,a girl can only be a slut a bitch a tease or the virgin next door qotd horror ,1
Hate, backstabbing cher hypocritical nasty woman and a bitch bashing my president who screwed her way to the top ,1
Hate,i get to rape beautiful women and thats why i like working on this project,1
Hate,fuck you bitch id fight you if i wasnt pregnant but your too big of a pussy to hit anyone cause all you do is run your mouth,1
Hate, l dont even know s that fucking women bitch kayleigh corbett,1
Non-Hate,what the fuck travis your a dumb ass bitch kylie i still love yah girl btw ,0
Non-Hate, girl lmaooooo bitch i needed a heads up or something ,0
Hate,this bitch is stupid af forcing me to wake up my residents like wtf not like i was sitting not doing shit i was doing shit stupid ass,1
Non-Hate, i miss you more main slut halavyaahhh hhahahhaahahpatatas ,0
Hate,hey girl if ur still reading my tweets ur a dumb bitch,1
Hate,you just have power over men altogether women are mens ultimate weakness after all which is why women are slut ,1
Hate,this fake bitch trynna indirect me hello me if ur not a coward hoe,1
Hate, back too you slut,1
Hate, i tried to find a gif of brett butler calling you a godless whore butwell lets just say i didn ,1
Hate, ahhh bitch just the other day you said i been having a crush on him since forever dumb ass hoe give it up he dont want you,1
Hate, some women love to be whores so dont have if a pig wanna remove a pig from where he doesnt belong we need class,1
Hate,fucking slut i knew you were cheating on me ,1
Hate,shut up bitch and suck my cock ,1
Hate, telemarketer did same to me called me a whore and said he would rape me nice,1
Hate,and you all call me a slut ha not when close compared to that slut,1
Hate,titties are but wheres your ass bitch,1
Hate, a bitch about to get pussy punched if she dont buy a new god damn book,1
Hate,boy you look like you rape girls at frat parties malicious ass racist cunt ,1
Hate, demi fat and flop ariana queen now leave stupid bitch,1
Hate, i love playing with your ass will you rid my cock and i eat you out ,1
Hate,ovide mercredi to paul schabas chars a squaw i attack indigenous women all the time no one will notice if you rape her rape her,1
Hate, really some cunt that has oasis lyrics in her bio is gonna tell me something stfu bitch this cunt is crazy,1
Hate,why this big fat ass ugly ass bitch like me she need to unlike me i love dick tf,1
Hate,this ignorant bitch should know how many women did she destroy to protect that predator husband ,1
Hate, they are nice you mean mean whore,1
Hate, girl or not if i saw that id knock the cunt out how dare you hurt a child like that fucking sick twisted bitch,1
Hate, uhhhhhh thats stupid little bitch maam ,1
Hate, you a whore,1
Hate,i had this girl bite my dick a lil too hard last night,1
Hate, hell this stupid bitch said i wasnt even black but a white person in blackface just because i said the na isnt racist,1
Hate,no apple i dont want an amber alert for a stupid yr old bitch that got into a yr old pedos car ,1
Hate, im the big dick motherfuckin bitch hoe ,1
Hate,eric cartman how bout we sing kyles mom is a stupid bitch in d minor,1
Hate,lil is beautiful gays are cute im very strong and youre stupid bitch,1
Non-Hate,frost is a stupid bitch ,0
