class,text,hate
Hate, take hold germani turn beggingplead wother take back migrantsg longer control destini conserv wing cducsu want #merkel resign leadership chang eu#visegrad #kurz #salvini ,1
Non-Hate,pm babi czech republ accept illeg migrant ,0
Non-Hate,un bid improv migrant refuge respons flounder polit evapor ,0
Non-Hate,left wing liber like      etc welcom  peopl   #migrant ,0
Non-Hate, cyprus greek island sovereign countri,0
Non-Hate,island prison answer  #bangladesh misguid plan reloc #rohingya refuge floodpron island ,0
Non-Hate,canada team world bank help rohingya refuge ,0
Hate,  #buildthatwal,1
Hate, whatev take take money welfar payment lazi use take aid mexico south central america #buildthatwal ,1
Hate, #democrat liber lie illeg #immigr   time take back countri  #sendthemback  #indepenceday happi th juluy #fourthofjuli happi birthday america god bless america #trump #maga #rednationris  ,1
Hate,    anoth reason support    polic officers#voteredtosaveamerica #maga #kag #voter #buildthewal #votedemsout #deportillegalalien #backtheblu #savethechildren great meme ,1
Hate,                  ,1
Non-Hate, eu take migrant #itali alreadi sent roam europeal  bt migrant share nonsens amp play hand brussel seek commit eu mass migration#visegrad ,0
Hate,keep bottom feeder countri #buildthatwal #secureourbor,1
Hate,time pack bag itali new interior minist matteo salvini warn muslim illeg migrant pose refuge free ride promis mass deport  via     itali actseurop still snooz,1
Hate, texa head way california texan pleas dont let happen america count #maga #buildthatwal #drainthedeepst #walkaway,1
Non-Hate,cathol activist call inquiri  boat tri cross border ahead malaysian crackdown illeg worker  #ucanew #thereforthevoiceless #migrant #indonesia #malaysia      ,0
Hate,   start deport illeg alien stop smuggl kin folk,1
Non-Hate,trump tweet support antiimmigr hardlin kris kobach kansa ,0
Hate,your right sadlystop india first immigr propos aka #hr america doesnt need tidal wave  indian usher #keepcountrycap #nohr #standwithamericanwork #endopt #endchainmigr,1
Non-Hate,popul africa grow rapid would imposs give home europ refuge want go socialwelfar countri like germani sweden austria eu open border soon europ collaps end dublin ,0
Non-Hate,next week #strasbourg narrat migrat forc #internaldisplac chang #climat x x x ,0
Non-Hate,libyan coast guard intercept  migrant bound #europ ,0
Hate,receiv migrant road hell say czech pm ,1
Non-Hate,  current canadian immigr minist #ahmedhussen nativ mogadishu invit parent bought plane ticket pearson airport claim asylum two brother alreadi chain mi,0
Hate,perhap us need beg leader help stop invas refuge come ,1
Non-Hate,credit card boy ian duncan smith politician forc pay due mind u tax credit cut that us,0
Non-Hate,heard anyth local news  shock facea yearold muslim refuge ,0
Non-Hate,new refuge smart educ peopl immigr begin fdr  build industri superpow world littl wake poke japaneseand never look back peopl bring hope creat job us pay tax,0
Non-Hate,increas decreas number refuge come us strong refuge program save live build communiti help fuel us economi  emili gray svp us ministri world relief read full statement xd  ,0
Non-Hate,dead sea journey refuge could take time sound alarm ,0
Hate,funni austria increas crime refuge special lonley men  without pay learn one fight call freedom fighter ,1
Non-Hate,yessssssssss  former immigr self full blood bosnian came germani want one ,0
Non-Hate,dem fight like hell illeg immigr invad look happen littl  year old child dem resign offic hate america us american #maga  ,0
Hate,illeg alien kidnap rape yearold girl north carolina    excus this#noamnesti #nodaca #deportthemal #honoryouroath#keepamericanssafe#buildthewal,1
Non-Hate,austrian leader respond gerrman plan transit centr screen migrant ,0
Non-Hate,refuge welcom trump like   #resisttrump,0
Hate,video part  london #bnp frame trailer patriot sound system road around capit citi say immigr #brexit #immigr #immigrationban #london #england #brexitbord #brexit #brexit #brexitgoodnew #brexitchao ,1
Hate,   protect countri sole purpos militari unnessari foreign endeavour interfer countri start border mr smith #buildthatwal,1
Hate, think place improv mass immigr movement larg number refuge   oneth immigr polici europ disast your destroy europ your destroy cultur,1
Non-Hate, teacher leader work expand opportun english learner california read ,0
Hate,#factcheck wow #factsmatt #votedemsout #redwaveris #stoptheinvas #buildthewal #deportthemal #endsanctuaryc #takeamericaback #walkawaymovementgrow #maga ,1
Hate, migrant refus malta itali land tunisia #eu send morocco fund help halt migrat ,1
Non-Hate,girl child traffick fear dhs cant say immigr girl held ,0
Non-Hate, sad see govt inact deport rohingyasampoth illeg migrant big threat nation securitycr filth,0
Hate,   skyrocket rape sweden correl increas immigr  women rape new year migrant cologn pari becom litter tent citi acid attack ethnic cluster london none,1
Hate,watch hungari wont pay migrant new life europ put peopl first  free speech time   ,1
Hate,  sheme attent peopl foodbank migrant treat respect,1
Non-Hate, year ago next month  kill hundr defenseless refuge nkurunziza return sign constitut #burundi,0
Non-Hate, sieg heil david hogg  profan encrust interview ridicul shame make fun peopl  your noth big bulli  wait youv realli life smack face well chat  #spoil,0
Hate,  #maga hope doesnt mean your go let stay countri  trump sign order say keep migrant famili togeth  ,1
Non-Hate,trump admin final plan make difficult  legal immigr use certain welfar program  obamacar children health insur food stamp obtain citizenship green card accord nbc news good  never get welfar,0
Non-Hate,bbc news  school refuge teacher ,0
Hate,   make sure illeg alien spend rest life behind bar make sure remain deport end miser life#buildthatwal,1
Non-Hate,govern un probe find inflat #refuge figur  #withrefuge #uganda     ,0
Non-Hate,cathol church run ratlin waystat hostel migrant encourag indoctrin sole purpos violat us law undermin us sovereignti,0
Hate,hey jackass liber see wall work #buildthatwal,1
Non-Hate,nightmar last night  yo child taken immigr hadnt seen month dream dont children woke heartbroken immigr mother live nightmar real time ,0
Non-Hate,fire near kln refugeehom  nobodi known  ,0
Non-Hate,mexico creat border forc thwart illeg #immigr central america #trump #maga #rednationris  ,0
Non-Hate,trump offici ask #jordan end refuge status twomillion palestinian #jaredkushn  ,0
Non-Hate,learn resist amp respond raid immigr enforc workshop host   tuesday  juli itll facilit clear communic access languag mind jargon  ,0
Non-Hate, migrant pour new gateway spanish beach  via ,0
Non-Hate,             cring worthi iraqi immigr accus shoot colorado cop crimin histori yet avoid deport https,0
Non-Hate,come soon town near  #sendthemback ,0
Non-Hate,world bank eas busi rank jump india th spot would greater hereswhi ,0
Non-Hate,gov  announc investig shenandoah facil report alleg detain immigr teen june #familiesbelongtogeth ,0
Hate, must deport illeg migrant india alreadi reel constant threat muslim radicalscurb popul,1
Non-Hate,agre happi see labour use direct languag action migrat irc wors anoth bin forget immigr detent wing prison migrat crime ,0
Hate,complet disgust #democrat #illegalalien invad race regardless #deathpenalti,1
Non-Hate,almost  migrant rescu spanish coast  ,0
Hate,obama illeg alien claim credibl fear border releas us never appli asylum  deport asap  stop #asylumscam #trump #maga #sendthemback #immigr #rednationris ,1
Hate,enforc nation secur enforc immigr visa lawscom fed hard job feder govern form  #deportalien call scofflaw scoff laws#ejectthem#rejectimmigrantapplic ,1
Hate, want restart catch release#nohr#nodaca#nohb labor particip rate least #nocatchreleaseilleg alien accus rape traffick girl louisiana  breitbart via ,1
Non-Hate,everi white uterus post refuge welcom sign shall deem racist ,0
Non-Hate,rape  yearold girl illeg outrag  #arpx ,0
Hate,#fakenew alert flu vaccin propaganda agenda  immigr  terror report ,1
Non-Hate,compar australian speak english home rate univers particip signific higher near group speak anoth languag ,0
Non-Hate,trump voter thank immigr firefight save home  ,0
Non-Hate,  mani polit refuge show border socialist countri,0
Hate,legal resid convict shoplift deport came back illeg  want us taxpay pay medic bill  #sendherback let famili go   #immigr ,1
Non-Hate,gerstenfeld israel say eu econom gigant militari tini men polit worm mani refuge islam countri chang societi bring antisemit europ ,0
Hate,   rt   pleas arrestprosecut governor mayor member #congress violat feder law #usa #american #constitut #a #a #endsanctuaryc #enddaca #noamnesti #endguncontro,1
Hate,   american kid kill illeg perman separ famili protest illeg #familiesbelongtogeth countri us ,1
Hate,foreign invad ernesto esquivelgarcia  twice arrest  custodi immigr offici twice releas go kill american citizen#xf  #deportthemal #buildthewal #lilbulli #xffa#xff#x ,1
Hate,burkha nuclear scienc distinguish immigr  enter countri legal compli countri requir illeg one broke law amp cheatedilleg never good  amp loyal citizen ,1
Non-Hate,feder judg say trump must fulli restor daca   time daca legal law,0
Hate,  stop w worri children notmani r yrs old go home make countri better enter legal #nodaca cant afford,1
Non-Hate,mother think bring child birthday parti us immigr law anyon els broke immigr law,0
Hate,vote check airport allow immigr countri certain area ,1
Non-Hate,afghan refuge wahe adrian move #uk cambridg doctor get peac prize ,0
Hate,disqualifi immigr claim welfar benefit stroke would get rid one dont need amp allow one need  remain simpl ,1
Hate,abolish #democat keep ice  illeg us#blacktwitt #wakeupamerica #immigr #blacktwitt #democratstrump #blacksfortrump  #familiesbelongtogethermarch anti american pro open border illeg ,1
Hate, guess elect stop immigr blame germani bankrupt countri blame lie door,1
Hate,xf big leak hit leav campaignwhat rubbish immigr thing brexit stupid stori,1
Hate, deport asap   stop allow teenag game #immigr system world babi sitter send back countri repons thier kid us taxpay,1
Non-Hate,vienna  year citi  mio peopl third foreign most refuge syriean afghani somalien top ,0
Non-Hate,illeg immigr sever injur fall foot border wall moment caught secur cam ,0
Hate,idiot #buildthatwal,1
Hate,  im sure situat guy live uk full near  million peopl tini island that alreadi dens popul countri europ dont need immigr,1
Non-Hate,pope world council church hold confer xenophobia migrat popul  via   globalist dreamer want push one borderless world run,0
Hate,presid trump smash traitor truth obama run scare know  year public know let truth shine   #buildthewal #lockthemup #enddaca #boycottnfl #boycottnik enough alreadi,1
Hate,anoth fine exampl illeg alien problem illeg would want draw attent way illeg alien fear legal system  care aw way die #buildthatwal,1
Non-Hate,germani belov target refuge europ  go destin last year  refuge like settl  ,0
Non-Hate,one #teacher reli power #music engag #immigr #student   #musiceduc #musicmakesadiffer  ,0
